Metric,SG_max,WCG,SG_mean
AUROC Joint,0.9051181910372802,0.9146371076914648,0.9063495991887196
Max F1 Joint,0.7169811320754716,0.6731898238747553,0.7276507276507277
Acc Joint,0.8976,0.9581333333333333,0.898
SHD Joint,0.5161290322580645,0.575091575091575,0.5141129032258065
Max F1 th Joint,0.2915894091129303,0.2915894091129303,0.10171451419591904
Acc th Joint,0.46506091641706665,0.46464547105659393,0.13369410198282997
SHD th Joint,0.46506091641706665,0.46464547105659393,0.13369410198282997
Null AUROC Joint,0.5,0.5,0.5
NULL F1 Joint,0.33110814419225637,0.13571961222967935,0.33110814419225637
NULL ACC Joint,0.8016,0.9272,0.8016
NULL SHD Joint,1.0,1.0,1.0
F1_FPR Joint,0.05788423153692615,0.01898188093183779,0.05788423153692615
F1_TPR Joint,0.6875,0.6282051282051282,0.7036290322580645
F1_TNR Joint,0.9421157684630739,0.9810181190681622,0.9421157684630739
F1_FNR Joint,0.3125,0.3717948717948718,0.2963709677419355
F1_PREC Joint,0.7461706783369803,0.7221052631578947,0.7505376344086021
F1_REC Joint,0.6875,0.6282051282051282,0.7036290322580645
ACC_FPR Joint,0.027944111776447105,0.009634742594190395,0.03992015968063872
ACC_TPR Joint,0.5967741935483871,0.5476190476190477,0.6471774193548387
ACC_TNR Joint,0.9720558882235529,0.9903652574058096,0.9600798403193613
ACC_FNR Joint,0.4032258064516129,0.4523809523809524,0.3528225806451613
ACC_PREC Joint,0.8409090909090909,0.8169398907103825,0.800498753117207
ACC_REC Joint,0.5967741935483871,0.5476190476190477,0.6471774193548387
SHD_FPR Joint,0.027944111776447105,0.009634742594190395,0.03992015968063872
SHD_TPR Joint,0.5967741935483871,0.5476190476190477,0.6471774193548387
SHD_TNR Joint,0.9720558882235529,0.9903652574058096,0.9600798403193613
SHD_FNR Joint,0.4032258064516129,0.4523809523809524,0.3528225806451613
SHD_PREC Joint,0.8409090909090909,0.8169398907103825,0.800498753117207
SHD_REC Joint,0.5967741935483871,0.5476190476190477,0.6471774193548387
AUROC individual,0.9184591263285701,0.9322164710887054,0.9237157866766426
Max F1 individual,0.817715045446469,0.7770469339652907,0.8300298329121852
Acc individual,0.9284,0.9685333333333326,0.9328
SHD individual,0.35538888888888887,0.4076525974025975,0.33446031746031735
Max F1 th individual,0.42519044436514375,0.44706515993922946,0.16244025574997067
Acc th individual,0.2980447566636893,0.32245107809415,0.1147427628829845
SHD th individual,0.2980447566636893,0.32245107809415,0.1147427628829845
Null AUROC individual,0.5,0.5,0.5
NULL F1 individual,0.32463414290996395,0.13441065606379674,0.32463414290996395
NULL ACC individual,0.8015999999999999,0.9271999999999998,0.8015999999999999
NULL SHD individual,1.0,1.0,1.0
F1_FPR individual,0.056808383650943185,0.01666403584187383,0.03922073359889688
F1_TPR individual,0.5881785714285717,0.5262474747474749,0.571916666666667
F1_TNR individual,0.9431916163490562,0.9833359641581261,0.9607792664011027
F1_FNR individual,0.4118214285714285,0.47375252525252515,0.4280833333333332
F1_PREC individual,0.7494707792207794,0.7512654061624647,0.7895357142857145
F1_REC individual,0.5881785714285717,0.5262474747474749,0.571916666666667
ACC_FPR individual,0.03896751093128466,0.009896138245882456,0.033400084362848526
ACC_TPR individual,0.7956865079365077,0.7146547619047615,0.7962103174603172
ACC_TNR individual,0.9610324890687145,0.9901038617541174,0.9665999156371509
ACC_FNR individual,0.20431349206349203,0.28534523809523793,0.2037896825396825
ACC_PREC individual,0.8618531746031742,0.8726468253968254,0.8773333333333331
ACC_REC individual,0.7956865079365077,0.7146547619047615,0.7962103174603172
SHD_FPR individual,0.03896751093128466,0.009896138245882456,0.033400084362848526
SHD_TPR individual,0.7956865079365077,0.7146547619047615,0.7962103174603172
SHD_TNR individual,0.9610324890687145,0.9901038617541174,0.9665999156371509
SHD_FNR individual,0.20431349206349203,0.28534523809523793,0.2037896825396825
SHD_PREC individual,0.8618531746031742,0.8726468253968254,0.8773333333333331
SHD_REC individual,0.7956865079365077,0.7146547619047615,0.7962103174603172
runtime,0 days 00:00:07.328039,0 days 00:00:07.328039,0 days 00:00:07.328039
path,data_release/obs_add_small/5_2025-12-02_21-54-14-698502,data_release/obs_add_small/5_2025-12-02_21-54-14-698502,data_release/obs_add_small/5_2025-12-02_21-54-14-698502
