Metric,SG_max,WCG,SG_mean
AUROC Joint,0.8926164268215088,0.901510637975698,0.8564767717870465
Max F1 Joint,0.7417085427135678,0.6954813359528488,0.6545123062898814
Acc Joint,0.9016,0.9756,0.8652
SHD Joint,0.4606741573033708,0.5295138888888888,0.6310861423220974
Max F1 th Joint,0.1742246948280248,0.18786895691024627,0.0760395800439176
Acc th Joint,0.18913570276841135,0.2028167642805853,0.08879510865142647
SHD th Joint,0.18913570276841135,0.2028167642805853,0.08879510865142647
Null AUROC Joint,0.5,0.5,0.5
NULL F1 Joint,0.35201054713249835,0.08810033649434079,0.35201054713249835
NULL ACC Joint,0.7864,0.95392,0.7864
NULL SHD Joint,1.0,1.0,1.0
F1_FPR Joint,0.04679552390640895,0.007380073800738007,0.10376398779247202
F1_TPR Joint,0.6891385767790262,0.6128472222222222,0.6704119850187266
F1_TNR Joint,0.953204476093591,0.992619926199262,0.896236012207528
F1_FNR Joint,0.31086142322097376,0.3871527777777778,0.3295880149812734
F1_PREC Joint,0.8,0.800453514739229,0.6370106761565836
F1_REC Joint,0.6891385767790262,0.6128472222222222,0.6704119850187266
ACC_FPR Joint,0.0254323499491353,0.004193223750419322,0.03763987792472025
ACC_TPR Joint,0.6329588014981273,0.5572916666666666,0.5074906367041199
ACC_TNR Joint,0.9745676500508647,0.9958067762495807,0.9623601220752798
ACC_FNR Joint,0.36704119850187267,0.4427083333333333,0.49250936329588013
ACC_PREC Joint,0.8711340206185567,0.8652291105121294,0.7855072463768116
ACC_REC Joint,0.6329588014981273,0.5572916666666666,0.5074906367041199
SHD_FPR Joint,0.0254323499491353,0.004193223750419322,0.03763987792472025
SHD_TPR Joint,0.6329588014981273,0.5572916666666666,0.5074906367041199
SHD_TNR Joint,0.9745676500508647,0.9958067762495807,0.9623601220752798
SHD_FNR Joint,0.36704119850187267,0.4427083333333333,0.49250936329588013
SHD_PREC Joint,0.8711340206185567,0.8652291105121294,0.7855072463768116
SHD_REC Joint,0.6329588014981273,0.5572916666666666,0.5074906367041199
AUROC individual,0.8873766249013991,0.9039530753055867,0.8571159870050232
Max F1 individual,0.8098225100492903,0.7618833254808486,0.7530843725246196
Acc individual,0.9311999999999999,0.9815199999999994,0.9055999999999997
SHD individual,0.34314826839826823,0.4072633477633477,0.4559231601731603
Max F1 th individual,0.1959211279263252,0.20160713912440545,0.08678642879194673
Acc th individual,0.16790422951481512,0.17874292159563743,0.08149604172929975
SHD th individual,0.16790422951481512,0.17874292159563743,0.08149604172929975
Null AUROC individual,0.5,0.5,0.5
NULL F1 individual,0.34252251358165603,0.08734429713089838,0.34252251358165603
NULL ACC individual,0.7864000000000003,0.9539200000000001,0.7864000000000003
NULL SHD individual,1.0,1.0,1.0
F1_FPR individual,0.045389068632792545,0.008128868464746319,0.0654826003142398
F1_TPR individual,0.5627402597402597,0.5030477994227994,0.48433152958152964
F1_TNR individual,0.9546109313672075,0.9918711315352534,0.9345173996857601
F1_FNR individual,0.43725974025974024,0.49695220057720063,0.5156684704184705
F1_PREC individual,0.7780115995115995,0.7447451159951157,0.6740124458874456
F1_REC individual,0.5627402597402597,0.5030477994227994,0.48433152958152964
ACC_FPR individual,0.027429077542534937,0.004845434907361435,0.04176821247880609
ACC_TPR individual,0.7458914141414142,0.6859628427128429,0.6772485569985569
ACC_TNR individual,0.9725709224574649,0.9951545650926383,0.9582317875211936
ACC_FNR individual,0.2541085858585858,0.31403715728715714,0.32275144300144293
ACC_PREC individual,0.9018472222222222,0.8906659451659451,0.8323556998556999
ACC_REC individual,0.7458914141414142,0.6859628427128429,0.6772485569985569
SHD_FPR individual,0.027429077542534937,0.004845434907361435,0.04176821247880609
SHD_TPR individual,0.7458914141414142,0.6859628427128429,0.6772485569985569
SHD_TNR individual,0.9725709224574649,0.9951545650926383,0.9582317875211936
SHD_FNR individual,0.2541085858585858,0.31403715728715714,0.32275144300144293
SHD_PREC individual,0.9018472222222222,0.8906659451659451,0.8323556998556999
SHD_REC individual,0.7458914141414142,0.6859628427128429,0.6772485569985569
runtime,0 days 00:00:05.048699,0 days 00:00:05.048699,0 days 00:00:05.048699
path,data_release/coef_n_small/4_2025-12-02_19-45-43-497690,data_release/coef_n_small/4_2025-12-02_19-45-43-497690,data_release/coef_n_small/4_2025-12-02_19-45-43-497690
