Metric,SG_max,WCG,SG_mean
AUROC Joint,0.9728878935677032,0.9710899779924802,0.9681745380207328
Max F1 Joint,0.8845360824742268,0.8574126534466479,0.888888888888889
Acc Joint,0.9548,0.9797333333333333,0.9556
SHD Joint,0.22782258064516128,0.2783882783882784,0.22379032258064516
Max F1 th Joint,0.22535787522792816,0.19917990267276764,0.07545814663171768
Acc th Joint,0.2231539003033605,0.2019869171147024,0.08922924764390866
SHD th Joint,0.2231539003033605,0.2019869171147024,0.08922924764390866
Null AUROC Joint,0.5,0.5,0.5
NULL F1 Joint,0.33110814419225637,0.13571961222967935,0.33110814419225637
NULL ACC Joint,0.8016,0.9272,0.8016
NULL SHD Joint,1.0,1.0,1.0
F1_FPR Joint,0.02245508982035928,0.008484325568018408,0.02445109780439122
F1_TPR Joint,0.8629032258064516,0.8296703296703297,0.8770161290322581
F1_TNR Joint,0.9775449101796407,0.9915156744319816,0.9755489021956087
F1_FNR Joint,0.13709677419354838,0.17032967032967034,0.12298387096774194
F1_PREC Joint,0.904862579281184,0.884765625,0.8987603305785123
F1_REC Joint,0.8629032258064516,0.8296703296703297,0.8770161290322581
ACC_FPR Joint,0.022954091816367265,0.008484325568018408,0.01996007984031936
ACC_TPR Joint,0.8649193548387096,0.8296703296703297,0.8568548387096774
ACC_TNR Joint,0.9770459081836327,0.9915156744319816,0.9800399201596807
ACC_FNR Joint,0.1350806451612903,0.17032967032967034,0.1431451612903226
ACC_PREC Joint,0.9031578947368422,0.884765625,0.9139784946236559
ACC_REC Joint,0.8649193548387096,0.8296703296703297,0.8568548387096774
SHD_FPR Joint,0.022954091816367265,0.008484325568018408,0.01996007984031936
SHD_TPR Joint,0.8649193548387096,0.8296703296703297,0.8568548387096774
SHD_TNR Joint,0.9770459081836327,0.9915156744319816,0.9800399201596807
SHD_FNR Joint,0.1350806451612903,0.17032967032967034,0.1431451612903226
SHD_PREC Joint,0.9031578947368422,0.884765625,0.9139784946236559
SHD_REC Joint,0.8649193548387096,0.8296703296703297,0.8568548387096774
AUROC individual,0.9787206987961262,0.9819656279151094,0.9770209856094161
Max F1 individual,0.9488126726214958,0.926086144505649,0.9491721006032148
Acc individual,0.9771999999999998,0.987733333333333,0.9783999999999997
SHD individual,0.10275000000000002,0.14578427128427124,0.10004365079365081
Max F1 th individual,0.37801883548498155,0.3528147642686963,0.13785722529515623
Acc th individual,0.1559325918316079,0.1610755367254867,0.06177762765659613
SHD th individual,0.1559325918316079,0.1610755367254867,0.06177762765659613
Null AUROC individual,0.5,0.5,0.5
NULL F1 individual,0.32463414290996395,0.13441065606379674,0.32463414290996395
NULL ACC individual,0.8015999999999999,0.9271999999999998,0.8015999999999999
NULL SHD individual,1.0,1.0,1.0
F1_FPR individual,0.013266132373481952,0.005981143833184904,0.010867439563024432
F1_TPR individual,0.7019722222222218,0.6984415584415581,0.6986388888888885
F1_TNR individual,0.9867338676265176,0.9940188561668151,0.9891325604369753
F1_FNR individual,0.29802777777777767,0.3015584415584414,0.301361111111111
F1_PREC individual,0.9296349206349206,0.9073571428571426,0.9345357142857144
F1_REC individual,0.7019722222222218,0.6984415584415581,0.6986388888888885
ACC_FPR individual,0.01389113237348195,0.004795437021572106,0.010867439563024432
ACC_TPR individual,0.9480158730158729,0.9165414862914862,0.9446825396825396
ACC_TNR individual,0.9861088676265176,0.9952045629784277,0.9891325604369753
ACC_FNR individual,0.05198412698412699,0.0834585137085137,0.055317460317460314
ACC_PREC individual,0.9585357142857143,0.9468174603174603,0.9640079365079366
ACC_REC individual,0.9480158730158729,0.9165414862914862,0.9446825396825396
SHD_FPR individual,0.01389113237348195,0.004795437021572106,0.010867439563024432
SHD_TPR individual,0.9480158730158729,0.9165414862914862,0.9446825396825396
SHD_TNR individual,0.9861088676265176,0.9952045629784277,0.9891325604369753
SHD_FNR individual,0.05198412698412699,0.0834585137085137,0.055317460317460314
SHD_PREC individual,0.9585357142857143,0.9468174603174603,0.9640079365079366
SHD_REC individual,0.9480158730158729,0.9165414862914862,0.9446825396825396
runtime,0 days 00:00:07.556701,0 days 00:00:07.556701,0 days 00:00:07.556701
path,data_release/obs_add_small/25_2025-12-02_21-54-15-549221,data_release/obs_add_small/25_2025-12-02_21-54-15-549221,data_release/obs_add_small/25_2025-12-02_21-54-15-549221
