Metric,SG_max,WCG,SG_mean
AUROC Joint,0.7379841346450041,0.598079054607118,0.7317386124094949
Max F1 Joint,0.5635864592863679,0.4383802816901408,0.5516115871073033
Acc Joint,0.813265306122449,0.94,0.8030612244897959
SHD Joint,0.7244655581947743,0.8370106761565836,0.7640538400633412
Max F1 th Joint,0.16444535992330062,0.18312512643797943,0.09927960543922162
Acc th Joint,0.20976623768989394,0.24549911017525192,0.1343033030072425
SHD th Joint,0.20976623768989394,0.24549911017525192,0.1343033030072425
Null AUROC Joint,0.5,0.5,0.5
NULL F1 Joint,0.4098653253285738,0.13377767198286122,0.4098653253285738
NULL ACC Joint,0.7422448979591837,0.9283163265306122,0.7422448979591837
NULL SHD Joint,1.0,1.0,1.0
F1_FPR Joint,0.08441022821006323,0.020280296784831,0.14077536431124554
F1_TPR Joint,0.48693586698337293,0.35373665480427047,0.5344418052256532
F1_TNR Joint,0.9155897717899367,0.979719703215169,0.8592246356887545
F1_FNR Joint,0.5130641330166271,0.6462633451957296,0.4655581947743468
F1_PREC Joint,0.6670281995661606,0.5739030023094688,0.5686604886267902
F1_REC Joint,0.48693586698337293,0.35373665480427047,0.5344418052256532
ACC_FPR Joint,0.03574374484465218,0.007914262159934049,0.05389056915039868
ACC_TPR Joint,0.3784639746634996,0.26548042704626335,0.391132224861441
ACC_TNR Joint,0.9642562551553479,0.9920857378400659,0.9461094308496013
ACC_FNR Joint,0.6215360253365004,0.7345195729537367,0.6088677751385589
ACC_PREC Joint,0.7861842105263158,0.7214700193423598,0.7159420289855073
ACC_REC Joint,0.3784639746634996,0.26548042704626335,0.391132224861441
SHD_FPR Joint,0.03574374484465218,0.007914262159934049,0.05389056915039868
SHD_TPR Joint,0.3784639746634996,0.26548042704626335,0.391132224861441
SHD_TNR Joint,0.9642562551553479,0.9920857378400659,0.9461094308496013
SHD_FNR Joint,0.6215360253365004,0.7345195729537367,0.6088677751385589
SHD_PREC Joint,0.7861842105263158,0.7214700193423598,0.7159420289855073
SHD_REC Joint,0.3784639746634996,0.26548042704626335,0.391132224861441
AUROC individual,0.7378009326053797,0.599541062866786,0.7341460529119908
Max F1 individual,0.6317728237131984,0.5119647889933213,0.6194060386690479
Acc individual,0.8457142857142851,0.950204081632653,0.8391836734693873
SHD individual,0.5998829699712052,0.6918434700834077,0.6269948009506833
Max F1 th individual,0.16703660320846417,0.2119670379365644,0.10891407074480344
Acc th individual,0.18561850333114108,0.20859217162003252,0.13164761270059117
SHD th individual,0.18561850333114108,0.20859217162003252,0.13164761270059117
Null AUROC individual,0.5,0.5,0.5
NULL F1 individual,0.4054685627630391,0.13318185040872926,0.4054685627630391
NULL ACC individual,0.7422448979591836,0.9283163265306126,0.7422448979591836
NULL SHD individual,1.0,1.0,1.0
F1_FPR individual,0.11652502594456089,0.009682314772605394,0.16962467662845196
F1_TPR individual,0.5082215643833292,0.3127970227227191,0.535736287405405
F1_TNR individual,0.8834749740554385,0.9903176852273944,0.8303753233715478
F1_FNR individual,0.49177843561667095,0.6872029772772805,0.464263712594595
F1_PREC individual,0.7288288875371453,0.7437824675324676,0.6369506954369677
F1_REC individual,0.5082215643833292,0.3127970227227191,0.535736287405405
ACC_FPR individual,0.02925493709822891,0.003596132534400159,0.037085992339007064
ACC_TPR individual,0.4792078444431385,0.354497419548116,0.47520652876535235
ACC_TNR individual,0.970745062901771,0.9964038674655994,0.9629140076609923
ACC_FNR individual,0.5207921555568614,0.6455025804518837,0.5247934712346476
ACC_PREC individual,0.8882797472994836,0.9079746364746363,0.8583878041892747
ACC_REC individual,0.4792078444431385,0.354497419548116,0.47520652876535235
SHD_FPR individual,0.02925493709822891,0.003596132534400159,0.037085992339007064
SHD_TPR individual,0.4792078444431385,0.354497419548116,0.47520652876535235
SHD_TNR individual,0.970745062901771,0.9964038674655994,0.9629140076609923
SHD_FNR individual,0.5207921555568614,0.6455025804518837,0.5247934712346476
SHD_PREC individual,0.8882797472994836,0.9079746364746363,0.8583878041892747
SHD_REC individual,0.4792078444431385,0.354497419548116,0.47520652876535235
runtime,0 days 00:00:06.820747,0 days 00:00:06.820747,0 days 00:00:06.820747
path,data_release/coef_n_big/1_2025-12-02_19-45-02-180199,data_release/coef_n_big/1_2025-12-02_19-45-02-180199,data_release/coef_n_big/1_2025-12-02_19-45-02-180199
