Metric,SG_max,WCG,SG_mean
AUROC Joint,0.7198071862651532,0.591664519204978,0.702609835063031
Max F1 Joint,0.652851711026616,0.41114274095160636,0.6502088872009115
Acc Joint,0.6883673469387755,0.8661224489795918,0.6773469387755102
SHD Joint,0.694722474977252,0.973293768545994,0.7192902638762512
Max F1 th Joint,0.09332526641693233,0.18678535834365567,0.06587159228384717
Acc th Joint,0.19999635458430276,0.2714511114098645,0.10684797813108758
SHD th Joint,0.19999635458430276,0.2714511114098645,0.10684797813108758
Null AUROC Joint,0.5,0.5,0.5
NULL F1 Joint,0.6193293885601577,0.24183710082526014,0.6193293885601577
NULL ACC Joint,0.5514285714285714,0.8624489795918368,0.5514285714285714
NULL SHD Joint,1.0,1.0,1.0
F1_FPR Joint,0.49777942264988895,0.07163984855655466,0.5018504811250926
F1_TPR Joint,0.7807097361237488,0.37462908011869434,0.778434940855323
F1_TNR Joint,0.502220577350111,0.9283601514434453,0.4981495188749075
F1_FNR Joint,0.21929026387625114,0.6253709198813057,0.22156505914467697
F1_PREC Joint,0.5606011107481216,0.45475011256190906,0.5578741441147701
F1_REC Joint,0.7807097361237488,0.37462908011869434,0.778434940855323
ACC_FPR Joint,0.17172464840858623,0.0382749645054425,0.27387120651369357
ACC_TPR Joint,0.5163785259326661,0.2666913946587537,0.6173794358507735
ACC_TNR Joint,0.8282753515914137,0.9617250354945575,0.7261287934863064
ACC_FNR Joint,0.48362147406733397,0.7333086053412463,0.38262056414922657
ACC_PREC Joint,0.7098186366479049,0.5263543191800878,0.6471149260848832
ACC_REC Joint,0.5163785259326661,0.2666913946587537,0.6173794358507735
SHD_FPR Joint,0.17172464840858623,0.0382749645054425,0.27387120651369357
SHD_TPR Joint,0.5163785259326661,0.2666913946587537,0.6173794358507735
SHD_TNR Joint,0.8282753515914137,0.9617250354945575,0.7261287934863064
SHD_FNR Joint,0.48362147406733397,0.7333086053412463,0.38262056414922657
SHD_PREC Joint,0.7098186366479049,0.5263543191800878,0.6471149260848832
SHD_REC Joint,0.5163785259326661,0.2666913946587537,0.6173794358507735
AUROC individual,0.7357033079821775,0.5981025337990747,0.7226574939463452
Max F1 individual,0.7125621637556755,0.4916301919869005,0.7094461169285615
Acc individual,0.7453061224489796,0.8989285714285713,0.7344897959183672
SHD individual,0.5666842514812974,0.7258071496674066,0.5914691673277376
Max F1 th individual,0.1250097684664753,0.22680301519645435,0.09696350296932156
Acc th individual,0.1955546447177307,0.2740003060388677,0.1336965315550563
SHD th individual,0.1955546447177307,0.2740003060388677,0.1336965315550563
Null AUROC individual,0.5,0.5,0.5
NULL F1 individual,0.6165552253166221,0.24108620601754457,0.6165552253166221
NULL ACC individual,0.5514285714285716,0.8624489795918371,0.5514285714285716
NULL SHD individual,1.0,1.0,1.0
F1_FPR individual,0.4203829381445184,0.043569874616920815,0.44079362324868254
F1_TPR individual,0.7634886611744254,0.34957546103986437,0.7547922722189102
F1_TNR individual,0.5796170618554815,0.9564301253830787,0.5592063767513173
F1_FNR individual,0.23651133882557457,0.6504245389601354,0.24520772778108987
F1_PREC individual,0.6462555769190513,0.6973697237711737,0.6073243913070567
F1_REC individual,0.7634886611744254,0.34957546103986437,0.7547922722189102
ACC_FPR individual,0.13898411341066141,0.008941544406660746,0.1696569903645445
ACC_TPR individual,0.5863797810575337,0.3268821491336519,0.5986719474904388
ACC_TNR individual,0.8610158865893384,0.9910584555933388,0.8303430096354552
ACC_FNR individual,0.4136202189424666,0.673117850866348,0.40132805250956133
ACC_PREC individual,0.828042906015856,0.8779193840831845,0.7920457334403297
ACC_REC individual,0.5863797810575337,0.3268821491336519,0.5986719474904388
SHD_FPR individual,0.13898411341066141,0.008941544406660746,0.1696569903645445
SHD_TPR individual,0.5863797810575337,0.3268821491336519,0.5986719474904388
SHD_TNR individual,0.8610158865893384,0.9910584555933388,0.8303430096354552
SHD_FNR individual,0.4136202189424666,0.673117850866348,0.40132805250956133
SHD_PREC individual,0.828042906015856,0.8779193840831845,0.7920457334403297
SHD_REC individual,0.5863797810575337,0.3268821491336519,0.5986719474904388
runtime,0 days 00:00:06.726820,0 days 00:00:06.726820,0 days 00:00:06.726820
path,data_release/coef_n_big/3_2025-12-02_19-45-30-565571,data_release/coef_n_big/3_2025-12-02_19-45-30-565571,data_release/coef_n_big/3_2025-12-02_19-45-30-565571
