Metric,SG_max,WCG,SG_mean
AUROC Joint,0.5236975645483227,0.5362577576770846,0.5277529618182988
Max F1 Joint,0.3355423787931636,0.14135385581906704,0.3344594594594595
Acc Joint,0.8016,0.9272,0.8016
SHD Joint,1.0,1.0,1.0
Max F1 th Joint,0.3358677625656128,0.21366213262081146,0.12067665904760361
Acc th Joint,0.4041401743888855,0.4041401743888855,0.05926941719019052
SHD th Joint,0.4041401743888855,0.4041401743888855,0.05926941719019052
Null AUROC Joint,0.5,0.5,0.5
NULL F1 Joint,0.33110814419225637,0.13571961222967935,0.33110814419225637
NULL ACC Joint,0.8016,0.9272,0.8016
NULL SHD Joint,1.0,1.0,1.0
F1_FPR Joint,0.000499001996007984,0.0008628127696289905,0.000499001996007984
F1_TPR Joint,0.0,0.0,0.0
F1_TNR Joint,0.9995009980039921,0.999137187230371,0.9995009980039921
F1_FNR Joint,1.0,1.0,1.0
F1_PREC Joint,0.0,0.0,0.0
F1_REC Joint,0.0,0.0,0.0
ACC_FPR Joint,0.0,0.0,0.004491017964071856
ACC_TPR Joint,0.0,0.0,0.018145161290322582
ACC_TNR Joint,1.0,1.0,0.9955089820359282
ACC_FNR Joint,1.0,1.0,0.9818548387096774
ACC_PREC Joint,0.0,0.0,0.5
ACC_REC Joint,0.0,0.0,0.018145161290322582
SHD_FPR Joint,0.0,0.0,0.004491017964071856
SHD_TPR Joint,0.0,0.0,0.018145161290322582
SHD_TNR Joint,1.0,1.0,0.9955089820359282
SHD_FNR Joint,1.0,1.0,0.9818548387096774
SHD_PREC Joint,0.0,0.0,0.5
SHD_REC Joint,0.0,0.0,0.018145161290322582
AUROC individual,0.5210949087776017,0.5375709331157457,0.5299321722649257
Max F1 individual,0.43425587092978574,0.23703538626478526,0.4411070844526037
Acc individual,0.8152000000000001,0.9286666666666666,0.8204000000000002
SHD individual,0.9404285714285713,0.9797777777777776,0.9168809523809525
Max F1 th individual,0.06108206847682595,0.05623232052661478,0.0364213939011097
Acc th individual,0.08508478279197307,0.10329964610416383,0.04273239841665885
SHD th individual,0.08508478279197307,0.10329964610416383,0.04273239841665885
Null AUROC individual,0.5,0.5,0.5
NULL F1 individual,0.32463414290996395,0.13441065606379674,0.32463414290996395
NULL ACC individual,0.8015999999999999,0.9271999999999998,0.8015999999999999
NULL SHD individual,1.0,1.0,1.0
F1_FPR individual,0.22922782696394553,0.15024577194301986,0.22183485029127092
F1_TPR individual,0.12558333333333332,0.021833333333333337,0.13392857142857145
F1_TNR individual,0.7707721730360544,0.84975422805698,0.7781651497087287
F1_FNR individual,0.8744166666666666,0.9781666666666666,0.8660714285714285
F1_PREC individual,0.09299608648407276,0.015244360902255637,0.11323888322831653
F1_REC individual,0.12558333333333332,0.021833333333333337,0.13392857142857145
ACC_FPR individual,0.02784003202903795,0.0014881922405713267,0.02818642417094429
ACC_TPR individual,0.1531865079365079,0.036766233766233766,0.17187698412698413
ACC_TNR individual,0.972159967970962,0.9985118077594286,0.9718135758290556
ACC_FNR individual,0.8468134920634918,0.963233766233766,0.8281230158730157
ACC_PREC individual,0.3027045454545455,0.14166666666666666,0.3664642857142858
ACC_REC individual,0.1531865079365079,0.036766233766233766,0.17187698412698413
SHD_FPR individual,0.02784003202903795,0.0014881922405713267,0.02818642417094429
SHD_TPR individual,0.1531865079365079,0.036766233766233766,0.17187698412698413
SHD_TNR individual,0.972159967970962,0.9985118077594286,0.9718135758290556
SHD_FNR individual,0.8468134920634918,0.963233766233766,0.8281230158730157
SHD_PREC individual,0.3027045454545455,0.14166666666666666,0.3664642857142858
SHD_REC individual,0.1531865079365079,0.036766233766233766,0.17187698412698413
runtime,0 days 00:00:07.554553,0 days 00:00:07.554553,0 days 00:00:07.554553
path,data_release/obs_add_small/29_2025-12-02_21-54-15-510690,data_release/obs_add_small/29_2025-12-02_21-54-15-510690,data_release/obs_add_small/29_2025-12-02_21-54-15-510690
