Metric,SG_max,WCG,SG_mean
AUROC Joint,0.690550350911081,0.7163874376989131,0.6961998382267723
Max F1 Joint,0.4277159965782721,0.336996336996337,0.43221690590111644
Acc Joint,0.8148,0.9301333333333334,0.816
SHD Joint,0.9334677419354839,0.9597069597069597,0.9274193548387096
Max F1 th Joint,0.9944100975990295,0.9944100975990295,0.03958262875676155
Acc th Joint,0.48437979578915413,0.5123267856807533,0.16766504640690982
SHD th Joint,0.48437979578915413,0.5123267856807533,0.16766504640690982
Null AUROC Joint,0.5,0.5,0.5
NULL F1 Joint,0.33110814419225637,0.13571961222967935,0.33110814419225637
NULL ACC Joint,0.8016,0.9272,0.8016
NULL SHD Joint,1.0,1.0,1.0
F1_FPR Joint,0.0,0.0,0.24301397205588823
F1_TPR Joint,0.0,0.0,0.5443548387096774
F1_TNR Joint,1.0,1.0,0.7569860279441117
F1_FNR Joint,1.0,1.0,0.45564516129032256
F1_PREC Joint,0.0,0.0,0.35667107001321
F1_REC Joint,0.0,0.0,0.5443548387096774
ACC_FPR Joint,0.01996007984031936,0.0056082830025884385,0.020958083832335328
ACC_TPR Joint,0.14717741935483872,0.11172161172161173,0.15725806451612903
ACC_TNR Joint,0.9800399201596807,0.9943917169974116,0.9790419161676647
ACC_FNR Joint,0.8528225806451613,0.8882783882783882,0.842741935483871
ACC_PREC Joint,0.6460176991150443,0.61,0.65
ACC_REC Joint,0.14717741935483872,0.11172161172161173,0.15725806451612903
SHD_FPR Joint,0.01996007984031936,0.0056082830025884385,0.020958083832335328
SHD_TPR Joint,0.14717741935483872,0.11172161172161173,0.15725806451612903
SHD_TNR Joint,0.9800399201596807,0.9943917169974116,0.9790419161676647
SHD_FNR Joint,0.8528225806451613,0.8882783882783882,0.842741935483871
SHD_PREC Joint,0.6460176991150443,0.61,0.65
SHD_REC Joint,0.14717741935483872,0.11172161172161173,0.15725806451612903
AUROC individual,0.69610215959763,0.7311562634519866,0.7049466182992161
Max F1 individual,0.5607209453659773,0.4540866247436571,0.5744855804829578
Acc individual,0.8500000000000004,0.9409333333333337,0.8532000000000004
SHD individual,0.7554960317460313,0.8084116161616162,0.7401507936507934
Max F1 th individual,0.28158042626921087,0.2985566019639373,0.09912725455127656
Acc th individual,0.2983449948492526,0.3650702279976306,0.10942842480312613
SHD th individual,0.2983449948492526,0.3650702279976306,0.10942842480312613
Null AUROC individual,0.5,0.5,0.5
NULL F1 individual,0.32463414290996395,0.13441065606379674,0.32463414290996395
NULL ACC individual,0.8015999999999999,0.9271999999999998,0.8015999999999999
NULL SHD individual,1.0,1.0,1.0
F1_FPR individual,0.1302811753333189,0.04701194784111226,0.1649331619999778
F1_TPR individual,0.28917063492063494,0.1854379509379509,0.32773412698412696
F1_TNR individual,0.8697188246666805,0.9529880521588876,0.8350668380000221
F1_FNR individual,0.7108293650793652,0.8145620490620489,0.672265873015873
F1_PREC individual,0.34297092041944977,0.27615365190365193,0.3454738562091502
F1_REC individual,0.28917063492063494,0.1854379509379509,0.32773412698412696
ACC_FPR individual,0.042639260249554355,0.0058231010822665215,0.0402661960353103
ACC_TPR individual,0.3850595238095236,0.26377164502164485,0.3966547619047617
ACC_TNR individual,0.9573607397504452,0.9941768989177333,0.9597338039646894
ACC_FNR individual,0.6149404761904763,0.7362283549783548,0.6033452380952381
ACC_PREC individual,0.6177481962481963,0.6104166666666667,0.6418791486291485
ACC_REC individual,0.3850595238095236,0.26377164502164485,0.3966547619047617
SHD_FPR individual,0.042639260249554355,0.0058231010822665215,0.0402661960353103
SHD_TPR individual,0.3850595238095236,0.26377164502164485,0.3966547619047617
SHD_TNR individual,0.9573607397504452,0.9941768989177333,0.9597338039646894
SHD_FNR individual,0.6149404761904763,0.7362283549783548,0.6033452380952381
SHD_PREC individual,0.6177481962481963,0.6104166666666667,0.6418791486291485
SHD_REC individual,0.3850595238095236,0.26377164502164485,0.3966547619047617
runtime,0 days 00:00:06.879740,0 days 00:00:06.879740,0 days 00:00:06.879740
path,data_release/obs_add_small/3_2025-12-02_21-54-13-723122,data_release/obs_add_small/3_2025-12-02_21-54-13-723122,data_release/obs_add_small/3_2025-12-02_21-54-13-723122
