Metric,SG_max,WCG,SG_mean
AUROC Joint,0.8779076569774245,0.8822278728449104,0.8635316077176542
Max F1 Joint,0.7804597701149426,0.7058252427184466,0.7643923240938166
Acc Joint,0.8456,0.9238666666666666,0.8228
SHD Joint,0.4080338266384778,0.5257826887661142,0.4682875264270613
Max F1 th Joint,0.16927389910397886,0.16927389910397886,0.08812798643003168
Acc th Joint,0.17862903269039565,0.20173719758629308,0.09398373887334717
SHD th Joint,0.17862903269039565,0.20173719758629308,0.09398373887334717
Null AUROC Joint,0.5,0.5,0.5
NULL F1 Joint,0.5490423679628554,0.2529699510831586,0.5490423679628554
NULL ACC Joint,0.6216,0.8552,0.6216
NULL SHD Joint,1.0,1.0,1.0
F1_FPR Joint,0.074002574002574,0.03850951044589959,0.13706563706563707
F1_TPR Joint,0.7167019027484144,0.6685082872928176,0.7568710359408034
F1_TNR Joint,0.925997425997426,0.9614904895541004,0.862934362934363
F1_FNR Joint,0.2832980972515856,0.3314917127071823,0.24312896405919662
F1_PREC Joint,0.8549810844892812,0.7461459403905447,0.7707212055974165
F1_REC Joint,0.7167019027484144,0.6685082872928176,0.7568710359408034
ACC_FPR Joint,0.055341055341055344,0.01761771125662613,0.11003861003861004
ACC_TPR Joint,0.6828752642706131,0.578268876611418,0.7124735729386892
ACC_TNR Joint,0.9446589446589446,0.9823822887433739,0.88996138996139
ACC_FNR Joint,0.3171247357293869,0.42173112338858193,0.28752642706131076
ACC_PREC Joint,0.8825136612021858,0.8475033738191633,0.7976331360946746
ACC_REC Joint,0.6828752642706131,0.578268876611418,0.7124735729386892
SHD_FPR Joint,0.055341055341055344,0.01761771125662613,0.11003861003861004
SHD_TPR Joint,0.6828752642706131,0.578268876611418,0.7124735729386892
SHD_TNR Joint,0.9446589446589446,0.9823822887433739,0.88996138996139
SHD_FNR Joint,0.3171247357293869,0.42173112338858193,0.28752642706131076
SHD_PREC Joint,0.8825136612021858,0.8475033738191633,0.7976331360946746
SHD_REC Joint,0.6828752642706131,0.578268876611418,0.7124735729386892
AUROC individual,0.8762599027563419,0.8840593379970386,0.8656605192107507
Max F1 individual,0.8414686425833681,0.7756232268100809,0.8194741831316489
Acc individual,0.8848000000000004,0.9411999999999996,0.8680000000000007
SHD individual,0.3032689532689532,0.39887042859101685,0.3493722388722388
Max F1 th individual,0.16893037907620326,0.18798230400868096,0.09577515217646941
Acc th individual,0.15843881387917635,0.17663777267166916,0.09143898359250435
SHD th individual,0.15843881387917635,0.17663777267166916,0.09143898359250435
Null AUROC individual,0.5,0.5,0.5
NULL F1 individual,0.5432231883061757,0.25106940653581417,0.5432231883061757
NULL ACC individual,0.6216000000000002,0.8551999999999998,0.6216000000000002
NULL SHD individual,1.0,1.0,1.0
F1_FPR individual,0.10407386443106253,0.022654749503748847,0.11941321784510636
F1_TPR individual,0.7189794094794091,0.6161511037981625,0.7084829059829058
F1_TNR individual,0.8959261355689371,0.9773452504962511,0.8805867821548933
F1_FNR individual,0.2810205905205904,0.38384889620183726,0.29151709401709386
F1_PREC individual,0.867207567794524,0.8623541041002339,0.8280168834433536
F1_REC individual,0.7189794094794091,0.6161511037981625,0.7084829059829058
ACC_FPR individual,0.060447633635714135,0.015440016741516703,0.08646187893633711
ACC_TPR individual,0.7918169885669879,0.6866944656650538,0.7784623154623149
ACC_TNR individual,0.9395523663642856,0.9845599832584832,0.9135381210636624
ACC_FNR individual,0.20818301143301138,0.313305534334946,0.2215376845376845
ACC_PREC individual,0.9116755328005328,0.9049493919822864,0.8800015238029941
ACC_REC individual,0.7918169885669879,0.6866944656650538,0.7784623154623149
SHD_FPR individual,0.060447633635714135,0.015440016741516703,0.08646187893633711
SHD_TPR individual,0.7918169885669879,0.6866944656650538,0.7784623154623149
SHD_TNR individual,0.9395523663642856,0.9845599832584832,0.9135381210636624
SHD_FNR individual,0.20818301143301138,0.313305534334946,0.2215376845376845
SHD_PREC individual,0.9116755328005328,0.9049493919822864,0.8800015238029941
SHD_REC individual,0.7918169885669879,0.6866944656650538,0.7784623154623149
runtime,0 days 00:00:03.147908,0 days 00:00:03.147908,0 days 00:00:03.147908
path,data_release/coef_n_small/6_2025-12-02_19-45-43-018925,data_release/coef_n_small/6_2025-12-02_19-45-43-018925,data_release/coef_n_small/6_2025-12-02_19-45-43-018925
