Metric,SG_max,WCG,SG_mean
AUROC Joint,0.6788307156753448,0.6789055382760809,0.6825816446980131
Max F1 Joint,0.5671129419842087,0.38417582417582413,0.5737898465171193
Acc Joint,0.688,0.8666666666666667,0.6904
SHD Joint,0.8333333333333334,0.922509225092251,0.8269230769230769
Max F1 th Joint,0.022154880687594414,0.05814048647880554,0.019373124465346336
Acc th Joint,0.23405321017660277,0.29205227267951644,0.07512529132266839
SHD th Joint,0.23405321017660277,0.29205227267951644,0.07512529132266839
Null AUROC Joint,0.5,0.5,0.5
NULL F1 Joint,0.5448195576251456,0.25256290773532153,0.5448195576251456
NULL ACC Joint,0.6256,0.8554666666666667,0.6256
NULL SHD Joint,1.0,1.0,1.0
F1_FPR Joint,0.7359335038363172,0.11751870324189526,0.5601023017902813
F1_TPR Joint,0.8814102564102564,0.4022140221402214,0.7777777777777778
F1_TNR Joint,0.2640664961636829,0.8824812967581047,0.4398976982097187
F1_FNR Joint,0.11858974358974358,0.5977859778597786,0.2222222222222222
F1_PREC Joint,0.4175101214574899,0.3663865546218487,0.4538653366583541
F1_REC Joint,0.8814102564102564,0.4022140221402214,0.7777777777777778
ACC_FPR Joint,0.06457800511508952,0.017144638403990026,0.08056265984654731
ACC_TPR Joint,0.2745726495726496,0.17896678966789667,0.3076923076923077
ACC_TNR Joint,0.9354219948849105,0.98285536159601,0.9194373401534527
ACC_FNR Joint,0.7254273504273504,0.8210332103321033,0.6923076923076923
ACC_PREC Joint,0.7178770949720671,0.6381578947368421,0.6956521739130435
ACC_REC Joint,0.2745726495726496,0.17896678966789667,0.3076923076923077
SHD_FPR Joint,0.06457800511508952,0.017144638403990026,0.08056265984654731
SHD_TPR Joint,0.2745726495726496,0.17896678966789667,0.3076923076923077
SHD_TNR Joint,0.9354219948849105,0.98285536159601,0.9194373401534527
SHD_FNR Joint,0.7254273504273504,0.8210332103321033,0.6923076923076923
SHD_PREC Joint,0.7178770949720671,0.6381578947368421,0.6956521739130435
SHD_REC Joint,0.2745726495726496,0.17896678966789667,0.3076923076923077
AUROC individual,0.6805609018260719,0.6838869173741955,0.6874490424951728
Max F1 individual,0.661677107179895,0.4691040724157526,0.6696095495306174
Acc individual,0.7524000000000001,0.8814666666666665,0.7532000000000002
SHD individual,0.680642635142635,0.8248864387246735,0.678923298923299
Max F1 th individual,0.15336515836417675,0.20614709317684174,0.06039272153284401
Acc th individual,0.16402073624854285,0.26699867298879704,0.05791018008762463
SHD th individual,0.16402073624854285,0.26699867298879704,0.05791018008762463
Null AUROC individual,0.5,0.5,0.5
NULL F1 individual,0.5376653164997071,0.25040590203086627,0.5376653164997071
NULL ACC individual,0.6256000000000003,0.8554666666666665,0.6256000000000003
NULL SHD individual,1.0,1.0,1.0
F1_FPR individual,0.3503718008857329,0.09642394921429336,0.3250451589604066
F1_TPR individual,0.5864994172494172,0.3044592041944983,0.5766523754023754
F1_TNR individual,0.6496281991142674,0.9035760507857066,0.6749548410395936
F1_FNR individual,0.41350058275058266,0.6955407958055018,0.42334762459762443
F1_PREC individual,0.48701863875867785,0.36292731319913474,0.5026301554445316
F1_REC individual,0.5864994172494172,0.3044592041944983,0.5766523754023754
ACC_FPR individual,0.132660978039848,0.016773555172452884,0.14854862204359107
ACC_TPR individual,0.5084674492174492,0.2727242226727519,0.5413712398712399
ACC_TNR individual,0.8673390219601516,0.983226444827547,0.8514513779564084
ACC_FNR individual,0.49153255078255076,0.7272757773272477,0.4586287601287601
ACC_PREC individual,0.7379243043248461,0.7391089466089464,0.7467741555829785
ACC_REC individual,0.5084674492174492,0.2727242226727519,0.5413712398712399
SHD_FPR individual,0.132660978039848,0.016773555172452884,0.14854862204359107
SHD_TPR individual,0.5084674492174492,0.2727242226727519,0.5413712398712399
SHD_TNR individual,0.8673390219601516,0.983226444827547,0.8514513779564084
SHD_FNR individual,0.49153255078255076,0.7272757773272477,0.4586287601287601
SHD_PREC individual,0.7379243043248461,0.7391089466089464,0.7467741555829785
SHD_REC individual,0.5084674492174492,0.2727242226727519,0.5413712398712399
runtime,0 days 00:00:09.146705,0 days 00:00:09.146705,0 days 00:00:09.146705
path,data_release/obs_add_small/13_2025-12-02_21-54-13-664429,data_release/obs_add_small/13_2025-12-02_21-54-13-664429,data_release/obs_add_small/13_2025-12-02_21-54-13-664429
