Metric,SG_max,WCG,SG_mean
AUROC Joint,0.9284284141262893,0.937844764988125,0.913355698560929
Max F1 Joint,0.8308895405669598,0.7896253602305475,0.7753134040501446
Acc Joint,0.932,0.9709333333333333,0.9104
SHD Joint,0.31835205992509363,0.3784722222222222,0.41947565543071164
Max F1 th Joint,0.17162952168118925,0.19099288366617412,0.09590713184007159
Acc th Joint,0.19508865092901653,0.20288390717836174,0.10676298559975404
SHD th Joint,0.19508865092901653,0.20288390717836174,0.10676298559975404
Null AUROC Joint,0.5,0.5,0.5
NULL F1 Joint,0.35201054713249835,0.1426448736998514,0.35201054713249835
NULL ACC Joint,0.7864,0.9232,0.7864
NULL SHD Joint,1.0,1.0,1.0
F1_FPR Joint,0.03255340793489318,0.00779896013864818,0.05137334689725331
F1_TPR Joint,0.7940074906367042,0.7118055555555556,0.7509363295880149
F1_TNR Joint,0.9674465920651069,0.9922010398613518,0.9486266531027467
F1_FNR Joint,0.20599250936329588,0.2881944444444444,0.24906367041198502
F1_PREC Joint,0.8688524590163934,0.8836206896551724,0.798804780876494
F1_REC Joint,0.7940074906367042,0.7118055555555556,0.7509363295880149
ACC_FPR Joint,0.013224821973550356,0.005488157134604275,0.023906408952187184
ACC_TPR Joint,0.7303370786516854,0.6875,0.6685393258426966
ACC_TNR Joint,0.9867751780264497,0.9945118428653957,0.9760935910478128
ACC_FNR Joint,0.2696629213483146,0.3125,0.33146067415730335
ACC_PREC Joint,0.9375,0.9124423963133641,0.8836633663366337
ACC_REC Joint,0.7303370786516854,0.6875,0.6685393258426966
SHD_FPR Joint,0.013224821973550356,0.005488157134604275,0.023906408952187184
SHD_TPR Joint,0.7303370786516854,0.6875,0.6685393258426966
SHD_TNR Joint,0.9867751780264497,0.9945118428653957,0.9760935910478128
SHD_FNR Joint,0.2696629213483146,0.3125,0.33146067415730335
SHD_PREC Joint,0.9375,0.9124423963133641,0.8836633663366337
SHD_REC Joint,0.7303370786516854,0.6875,0.6685393258426966
AUROC individual,0.9260903063139131,0.938870455893928,0.9173061004250535
Max F1 individual,0.8770518980088744,0.8516710687260217,0.8522322815228491
Acc individual,0.9563999999999997,0.9803999999999992,0.9395999999999998
SHD individual,0.2213542568542568,0.2625506854256853,0.2871998556998555
Max F1 th individual,0.20952399195665855,0.20945695748019127,0.10610153053010046
Acc th individual,0.16520232394076953,0.17525854824855078,0.09322995041539955
SHD th individual,0.16520232394076953,0.17525854824855078,0.09322995041539955
Null AUROC individual,0.5,0.5,0.5
NULL F1 individual,0.34252251358165603,0.14073084679057335,0.34252251358165603
NULL ACC individual,0.7864000000000003,0.9232000000000002,0.7864000000000003
NULL SHD individual,1.0,1.0,1.0
F1_FPR individual,0.018564643997811315,0.008285173604514027,0.03998394240852847
F1_TPR individual,0.6118398268398267,0.5972168109668109,0.6088354978354978
F1_TNR individual,0.9814353560021886,0.9917148263954858,0.9600160575914712
F1_FNR individual,0.38816017316017315,0.4027831890331888,0.3911645021645021
F1_PREC individual,0.8905085470085469,0.8716468253968253,0.8183577533577534
F1_REC individual,0.6118398268398267,0.5972168109668109,0.6088354978354978
ACC_FPR individual,0.013610184348338881,0.004539039638145593,0.031052379408180973
ACC_TPR individual,0.832098124098124,0.7964175685425684,0.8177485569985568
ACC_TNR individual,0.986389815651661,0.9954609603618545,0.9689476205918186
ACC_FNR individual,0.16790187590187586,0.20358243145743138,0.18225144300144294
ACC_PREC individual,0.9482063492063492,0.9370829725829725,0.8980103785103783
ACC_REC individual,0.832098124098124,0.7964175685425684,0.8177485569985568
SHD_FPR individual,0.013610184348338881,0.004539039638145593,0.031052379408180973
SHD_TPR individual,0.832098124098124,0.7964175685425684,0.8177485569985568
SHD_TNR individual,0.986389815651661,0.9954609603618545,0.9689476205918186
SHD_FNR individual,0.16790187590187586,0.20358243145743138,0.18225144300144294
SHD_PREC individual,0.9482063492063492,0.9370829725829725,0.8980103785103783
SHD_REC individual,0.832098124098124,0.7964175685425684,0.8177485569985568
runtime,0 days 00:00:03.168011,0 days 00:00:03.168011,0 days 00:00:03.168011
path,data_release/coef_n_small/0_2025-12-02_19-45-43-446578,data_release/coef_n_small/0_2025-12-02_19-45-43-446578,data_release/coef_n_small/0_2025-12-02_19-45-43-446578
