Metric,SG_max,WCG,SG_mean
AUROC Joint,0.9087162790962414,0.9107527846139823,0.8854449779012287
Max F1 Joint,0.7584869059165859,0.6642468239564429,0.7035897435897436
Acc Joint,0.9032,0.97304,0.8852
SHD Joint,0.4506517690875233,0.5860869565217391,0.5344506517690876
Max F1 th Joint,0.10439771948821412,0.11979854620523403,0.05094547817064258
Acc th Joint,0.11629284767043191,0.1548176406959087,0.05427007647014859
SHD th Joint,0.11629284767043191,0.1548176406959087,0.05427007647014859
Null AUROC Joint,0.5,0.5,0.5
NULL F1 Joint,0.35363845900559765,0.08795411089866156,0.35363845900559765
NULL ACC Joint,0.7852,0.954,0.7852
NULL SHD Joint,1.0,1.0,1.0
F1_FPR Joint,0.05247070809984717,0.01350104821802935,0.048395313295975545
F1_TPR Joint,0.7262569832402235,0.6347826086956522,0.6368715083798883
F1_TNR Joint,0.9475292919001528,0.9864989517819707,0.9516046867040244
F1_FNR Joint,0.2737430167597765,0.3652173913043478,0.36312849162011174
F1_PREC Joint,0.7910750507099391,0.6939163498098859,0.782608695652174
F1_REC Joint,0.7262569832402235,0.6347826086956522,0.6368715083798883
ACC_FPR Joint,0.03565970453387672,0.005450733752620545,0.033622007131940905
ACC_TPR Joint,0.6797020484171322,0.5269565217391304,0.5884543761638734
ACC_TNR Joint,0.9643402954661233,0.9945492662473795,0.9663779928680591
ACC_FNR Joint,0.3202979515828678,0.47304347826086957,0.41154562383612664
ACC_PREC Joint,0.8390804597701149,0.8233695652173914,0.8272251308900523
ACC_REC Joint,0.6797020484171322,0.5269565217391304,0.5884543761638734
SHD_FPR Joint,0.03565970453387672,0.005450733752620545,0.033622007131940905
SHD_TPR Joint,0.6797020484171322,0.5269565217391304,0.5884543761638734
SHD_TNR Joint,0.9643402954661233,0.9945492662473795,0.9663779928680591
SHD_FNR Joint,0.3202979515828678,0.47304347826086957,0.41154562383612664
SHD_PREC Joint,0.8390804597701149,0.8233695652173914,0.8272251308900523
SHD_REC Joint,0.6797020484171322,0.5269565217391304,0.5884543761638734
AUROC individual,0.9030231979369548,0.9123617225732353,0.8781227392008685
Max F1 individual,0.8425110833326943,0.7861000987316773,0.799239730685551
Acc individual,0.9340000000000004,0.9819200000000001,0.9188000000000003
SHD individual,0.2926993284493284,0.3673806471306471,0.372356227106227
Max F1 th individual,0.13656724339411308,0.14917802963405755,0.05441608580346782
Acc th individual,0.1015499391620231,0.11641533953254762,0.04909098320471351
SHD th individual,0.1015499391620231,0.11641533953254762,0.04909098320471351
Null AUROC individual,0.5,0.5,0.5
NULL F1 individual,0.34353906412285484,0.08720478988187207,0.34353906412285484
NULL ACC individual,0.7852000000000002,0.9539999999999996,0.7852000000000002
NULL SHD individual,1.0,1.0,1.0
F1_FPR individual,0.040781516198463284,0.0058474702116122065,0.05742676648705386
F1_TPR individual,0.579979242979243,0.5026221001221001,0.5370726495726496
F1_TNR individual,0.9592184838015366,0.9941525297883874,0.9425732335129458
F1_FNR individual,0.4200207570207571,0.4973778998778999,0.46292735042735045
F1_PREC individual,0.8353287385129491,0.8080544733044733,0.7603968253968254
F1_REC individual,0.579979242979243,0.5026221001221001,0.5370726495726496
ACC_FPR individual,0.025947217011761364,0.003233791071437172,0.03360690073824412
ACC_TPR individual,0.7928238705738699,0.695323717948718,0.7312701465201462
ACC_TNR individual,0.9740527829882385,0.9967662089285629,0.9663930992617555
ACC_FNR individual,0.20717612942612942,0.30467628205128205,0.26872985347985334
ACC_PREC individual,0.9225911588411587,0.9178214285714286,0.8839549062049064
ACC_REC individual,0.7928238705738699,0.695323717948718,0.7312701465201462
SHD_FPR individual,0.025947217011761364,0.003233791071437172,0.03360690073824412
SHD_TPR individual,0.7928238705738699,0.695323717948718,0.7312701465201462
SHD_TNR individual,0.9740527829882385,0.9967662089285629,0.9663930992617555
SHD_FNR individual,0.20717612942612942,0.30467628205128205,0.26872985347985334
SHD_PREC individual,0.9225911588411587,0.9178214285714286,0.8839549062049064
SHD_REC individual,0.7928238705738699,0.695323717948718,0.7312701465201462
runtime,0 days 00:00:05.687944,0 days 00:00:05.687944,0 days 00:00:05.687944
path,data_release/coef_n_small/13_2025-12-02_19-46-10-854969,data_release/coef_n_small/13_2025-12-02_19-46-10-854969,data_release/coef_n_small/13_2025-12-02_19-46-10-854969
