Metric,SG_max,WCG,SG_mean
AUROC Joint,0.7419875908097714,0.5967489406479235,0.7375099895918849
Max F1 Joint,0.568081991215227,0.4498620055197792,0.5646945646945647
Acc Joint,0.8261224489795919,0.9433673469387756,0.8193877551020409
SHD Joint,0.6745843230403801,0.7900355871886121,0.7007125890736342
Max F1 th Joint,0.08910429613482046,0.09891748359961054,0.05907697653148605
Acc th Joint,0.11064434382958836,0.13345961986620197,0.07531010967926723
SHD th Joint,0.11064434382958836,0.13345961986620197,0.07531010967926723
Null AUROC Joint,0.5,0.5,0.5
NULL F1 Joint,0.4098653253285738,0.13377767198286122,0.4098653253285738
NULL ACC Joint,0.7422448979591837,0.9283163265306122,0.7422448979591837
NULL SHD Joint,1.0,1.0,1.0
F1_FPR Joint,0.05609018421776189,0.01538884308876065,0.06296398130327192
F1_TPR Joint,0.4600158353127474,0.34733096085409254,0.4639746634996041
F1_TNR Joint,0.9439098157822381,0.9846111569112393,0.937036018696728
F1_FNR Joint,0.5399841646872525,0.6526690391459075,0.5360253365003959
F1_PREC Joint,0.7401273885350318,0.6354166666666666,0.7190184049079754
F1_REC Joint,0.4600158353127474,0.34733096085409254,0.4639746634996041
ACC_FPR Joint,0.023920813857574923,0.00681505908216543,0.03134451470992576
ACC_TPR Joint,0.39429928741092635,0.298220640569395,0.38954869358669836
ACC_TNR Joint,0.9760791861424251,0.9931849409178346,0.9686554852900743
ACC_FNR Joint,0.6057007125890737,0.701779359430605,0.6104513064133017
ACC_PREC Joint,0.8512820512820513,0.7716390423572744,0.8118811881188119
ACC_REC Joint,0.39429928741092635,0.298220640569395,0.38954869358669836
SHD_FPR Joint,0.023920813857574923,0.00681505908216543,0.03134451470992576
SHD_TPR Joint,0.39429928741092635,0.298220640569395,0.38954869358669836
SHD_TNR Joint,0.9760791861424251,0.9931849409178346,0.9686554852900743
SHD_FNR Joint,0.6057007125890737,0.701779359430605,0.6104513064133017
SHD_PREC Joint,0.8512820512820513,0.7716390423572744,0.8118811881188119
SHD_REC Joint,0.39429928741092635,0.298220640569395,0.38954869358669836
AUROC individual,0.7341501390134808,0.5964727310093774,0.7300996029397845
Max F1 individual,0.6261378377451111,0.4997512626004789,0.6228325641081957
Acc individual,0.8471428571428565,0.9497448979591836,0.8457142857142853
SHD individual,0.5992872005445532,0.6952805660541727,0.6020343243357946
Max F1 th individual,0.08736741814454137,0.12404928722907015,0.05736970662815801
Acc th individual,0.09540806560036709,0.12204053701527695,0.06671243309516318
SHD th individual,0.09540806560036709,0.12204053701527695,0.06671243309516318
Null AUROC individual,0.5,0.5,0.5
NULL F1 individual,0.4054685627630391,0.13318185040872926,0.4054685627630391
NULL ACC individual,0.7422448979591836,0.9283163265306126,0.7422448979591836
NULL SHD individual,1.0,1.0,1.0
F1_FPR individual,0.1240993598066615,0.010978615423572657,0.13236731842559607
F1_TPR individual,0.51631468694704,0.3029298464263631,0.5091237847120201
F1_TNR individual,0.8759006401933381,0.9890213845764273,0.8676326815744032
F1_FNR individual,0.48368531305296,0.697070153573636,0.4908762152879798
F1_PREC individual,0.7117118837087323,0.7436382623224727,0.698306948181996
F1_REC individual,0.51631468694704,0.3029298464263631,0.5091237847120201
ACC_FPR individual,0.028852727271454118,0.0027167019571014235,0.03119743565324985
ACC_TPR individual,0.4734839890501654,0.3384355003012123,0.4749950808994926
ACC_TNR individual,0.9711472727285454,0.9972832980428987,0.9688025643467499
ACC_FNR individual,0.5265160109498345,0.6615644996987875,0.5250049191005073
ACC_PREC individual,0.8950572877414982,0.9192471139971139,0.8881517929095327
ACC_REC individual,0.4734839890501654,0.3384355003012123,0.4749950808994926
SHD_FPR individual,0.028852727271454118,0.0027167019571014235,0.03119743565324985
SHD_TPR individual,0.4734839890501654,0.3384355003012123,0.4749950808994926
SHD_TNR individual,0.9711472727285454,0.9972832980428987,0.9688025643467499
SHD_FNR individual,0.5265160109498345,0.6615644996987875,0.5250049191005073
SHD_PREC individual,0.8950572877414982,0.9192471139971139,0.8881517929095327
SHD_REC individual,0.4734839890501654,0.3384355003012123,0.4749950808994926
runtime,0 days 00:00:06.027517,0 days 00:00:06.027517,0 days 00:00:06.027517
path,data_release/coef_n_big/12_2025-12-02_19-45-24-392957,data_release/coef_n_big/12_2025-12-02_19-45-24-392957,data_release/coef_n_big/12_2025-12-02_19-45-24-392957
