Metric,SG_max,WCG,SG_mean
AUROC Joint,0.7442205931118632,0.7570070800320693,0.7130011347271576
Max F1 Joint,0.6838858905165768,0.4447492760249962,0.6801742094300322
Acc Joint,0.7012244897959183,0.8606122448979592,0.6720408163265306
SHD Joint,0.6612466124661247,0.9985380116959064,0.7258355916892503
Max F1 th Joint,0.13985068358602962,0.1831428606014253,0.07350304423169754
Acc th Joint,0.19507196160549456,0.8346597840279797,0.10250057356064053
SHD th Joint,0.19507196160549456,0.8346597840279797,0.10250057356064053
Null AUROC Joint,0.5,0.5,0.5
NULL F1 Joint,0.6224346359291538,0.24498567335243557,0.6224346359291538
NULL ACC Joint,0.5481632653061225,0.8604081632653061,0.5481632653061225
NULL SHD Joint,1.0,1.0,1.0
F1_FPR Joint,0.4467609828741623,0.1402988614800759,0.47319434102755026
F1_TPR Joint,0.8008130081300813,0.5328947368421053,0.8107497741644083
F1_TNR Joint,0.5532390171258377,0.8597011385199241,0.5268056589724497
F1_FNR Joint,0.1991869918699187,0.46710526315789475,0.1892502258355917
F1_PREC Joint,0.5963673057517659,0.38127615062761505,0.5854533594259622
F1_REC Joint,0.8008130081300813,0.5328947368421053,0.8107497741644083
ACC_FPR Joint,0.227475800446761,0.00011859582542694497,0.2647058823529412
ACC_TPR Joint,0.6147244805781391,0.0021929824561403508,0.5953026196928636
ACC_TNR Joint,0.772524199553239,0.999881404174573,0.7352941176470589
ACC_FNR Joint,0.3852755194218609,0.9978070175438597,0.4046973803071364
ACC_PREC Joint,0.6901622718052738,0.75,0.649581074420897
ACC_REC Joint,0.6147244805781391,0.0021929824561403508,0.5953026196928636
SHD_FPR Joint,0.227475800446761,0.00011859582542694497,0.2647058823529412
SHD_TPR Joint,0.6147244805781391,0.0021929824561403508,0.5953026196928636
SHD_TNR Joint,0.772524199553239,0.999881404174573,0.7352941176470589
SHD_FNR Joint,0.3852755194218609,0.9978070175438597,0.4046973803071364
SHD_PREC Joint,0.6901622718052738,0.75,0.649581074420897
SHD_REC Joint,0.6147244805781391,0.0021929824561403508,0.5953026196928636
AUROC individual,0.7617391436991692,0.7738379942547984,0.7333971170806209
Max F1 individual,0.7345122008353944,0.5467813441158801,0.7245624387061906
Acc individual,0.7571428571428566,0.8964285714285711,0.7353061224489796
SHD individual,0.5372240729383966,0.7331335791407969,0.5864650026653926
Max F1 th individual,0.1626756327097608,0.21998664174851412,0.08324924949616809
Acc th individual,0.21085140896395818,0.28954564861751386,0.11185748541184917
SHD th individual,0.21085140896395818,0.28954564861751386,0.11185748541184917
Null AUROC individual,0.5,0.5,0.5
NULL F1 individual,0.6195103584768339,0.2442257058281063,0.6195103584768339
NULL ACC individual,0.5481632653061225,0.8604081632653062,0.5481632653061225
NULL SHD individual,1.0,1.0,1.0
F1_FPR individual,0.38402638342368917,0.08300339456655692,0.41827057148903923
F1_TPR individual,0.779701744865573,0.497683479729768,0.7797910542291278
F1_TNR individual,0.615973616576311,0.916996605433443,0.5817294285109611
F1_FNR individual,0.2202982551344267,0.502316520270232,0.22020894577087233
F1_PREC individual,0.6704172528264845,0.5726307064449327,0.6342807459711927
F1_REC individual,0.779701744865573,0.497683479729768,0.7797910542291278
ACC_FPR individual,0.18923958342567782,0.01800832033572993,0.24493754247530625
ACC_TPR individual,0.6716430227954068,0.37427657710171813,0.6857191720158462
ACC_TNR individual,0.8107604165743222,0.9819916796642697,0.7550624575246934
ACC_FNR individual,0.3283569772045929,0.6257234228982818,0.31428082798415385
ACC_PREC individual,0.7902230909515147,0.7995865395340518,0.7440099327587056
ACC_REC individual,0.6716430227954068,0.37427657710171813,0.6857191720158462
SHD_FPR individual,0.18923958342567782,0.01800832033572993,0.24493754247530625
SHD_TPR individual,0.6716430227954068,0.37427657710171813,0.6857191720158462
SHD_TNR individual,0.8107604165743222,0.9819916796642697,0.7550624575246934
SHD_FNR individual,0.3283569772045929,0.6257234228982818,0.31428082798415385
SHD_PREC individual,0.7902230909515147,0.7995865395340518,0.7440099327587056
SHD_REC individual,0.6716430227954068,0.37427657710171813,0.6857191720158462
runtime,0 days 00:00:10.985232,0 days 00:00:10.985232,0 days 00:00:10.985232
path,data_release/coef_n_big/15_2025-12-02_19-45-07-693651,data_release/coef_n_big/15_2025-12-02_19-45-07-693651,data_release/coef_n_big/15_2025-12-02_19-45-07-693651
