Metric,SG_max,WCG,SG_mean
AUROC Joint,0.7724446610313709,0.7995053480128714,0.7170678569530793
Max F1 Joint,0.7101838463127453,0.4176783522029736,0.6851887334738456
Acc Joint,0.7295918367346939,0.9070068027210885,0.6812244897959183
SHD Joint,0.5984643179765131,0.9992690058479532,0.7055103884372177
Max F1 th Joint,0.18633766324486215,0.21603384173131995,0.07825567278202024
Acc th Joint,0.21524998845338883,0.9086987208067626,0.09363746587075303
SHD th Joint,0.21524998845338883,0.9086987208067626,0.09363746587075303
Null AUROC Joint,0.5,0.5,0.5
NULL F1 Joint,0.6224346359291538,0.17027632561613146,0.6224346359291538
NULL ACC Joint,0.5481632653061225,0.9069387755102041,0.5481632653061225
NULL SHD Joint,1.0,1.0,1.0
F1_FPR Joint,0.3380491437081162,0.1149114911491149,0.45309009679821294
F1_TPR Joint,0.7759710930442638,0.5592105263157895,0.8071364046973803
F1_TNR Joint,0.6619508562918839,0.8850885088508851,0.546909903201787
F1_FNR Joint,0.2240289069557362,0.4407894736842105,0.1928635953026197
F1_PREC Joint,0.6542269611576542,0.3330430996952547,0.5948735019973369
F1_REC Joint,0.7759710930442638,0.5592105263157895,0.8071364046973803
ACC_FPR Joint,0.2315711094564408,7.500750075007501e-05,0.32166790766939685
ACC_TPR Joint,0.6824751580849142,0.0014619883040935672,0.6847335140018067
ACC_TNR Joint,0.7684288905435592,0.9999249924992499,0.6783320923306031
ACC_FNR Joint,0.31752484191508584,0.9985380116959064,0.3152664859981933
ACC_PREC Joint,0.7083919362400375,0.6666666666666666,0.6369747899159663
ACC_REC Joint,0.6824751580849142,0.0014619883040935672,0.6847335140018067
SHD_FPR Joint,0.2315711094564408,7.500750075007501e-05,0.32166790766939685
SHD_TPR Joint,0.6824751580849142,0.0014619883040935672,0.6847335140018067
SHD_TNR Joint,0.7684288905435592,0.9999249924992499,0.6783320923306031
SHD_FNR Joint,0.31752484191508584,0.9985380116959064,0.3152664859981933
SHD_PREC Joint,0.7083919362400375,0.6666666666666666,0.6369747899159663
SHD_REC Joint,0.6824751580849142,0.0014619883040935672,0.6847335140018067
AUROC individual,0.7955132850576131,0.8183913693474891,0.7440958585836548
Max F1 individual,0.7603756131445673,0.5719390923718316,0.7306744561374718
Acc individual,0.7797959183673462,0.9355442176870744,0.7408163265306122
SHD individual,0.4868773742626513,0.682231176693184,0.5755332155747661
Max F1 th individual,0.21081609321632622,0.2717897870222143,0.10171485910521827
Acc th individual,0.2330113860421573,0.3247680284151528,0.11531904241853413
SHD th individual,0.2330113860421573,0.3247680284151528,0.11531904241853413
Null AUROC individual,0.5,0.5,0.5
NULL F1 individual,0.6195103584768339,0.16989427955439004,0.6195103584768339
NULL ACC individual,0.5481632653061225,0.9069387755102045,0.5481632653061225
NULL SHD individual,1.0,1.0,1.0
F1_FPR individual,0.28058985129322395,0.044318497635724874,0.38702854062698583
F1_TPR individual,0.7506803216179523,0.4949137780825695,0.7639180584884846
F1_TNR individual,0.7194101487067761,0.9556815023642754,0.6129714593730143
F1_FNR individual,0.24931967838204774,0.5050862219174305,0.23608194151151501
F1_PREC individual,0.7161590558467588,0.6174254381546724,0.6297874482315794
F1_REC individual,0.7506803216179523,0.4949137780825695,0.7639180584884846
ACC_FPR individual,0.18039036235079953,0.009438595939801954,0.2514609586959495
ACC_TPR individual,0.7130827637112301,0.4100481508743769,0.708959566347787
ACC_TNR individual,0.8196096376492005,0.9905614040601982,0.7485390413040507
ACC_FNR individual,0.2869172362887696,0.589951849125623,0.2910404336522128
ACC_PREC individual,0.8024000697520255,0.8341741502238504,0.7331828973692573
ACC_REC individual,0.7130827637112301,0.4100481508743769,0.708959566347787
SHD_FPR individual,0.18039036235079953,0.009438595939801954,0.2514609586959495
SHD_TPR individual,0.7130827637112301,0.4100481508743769,0.708959566347787
SHD_TNR individual,0.8196096376492005,0.9905614040601982,0.7485390413040507
SHD_FNR individual,0.2869172362887696,0.589951849125623,0.2910404336522128
SHD_PREC individual,0.8024000697520255,0.8341741502238504,0.7331828973692573
SHD_REC individual,0.7130827637112301,0.4100481508743769,0.708959566347787
runtime,0 days 00:00:19.700525,0 days 00:00:19.700525,0 days 00:00:19.700525
path,data_release/coef_n_big/7_2025-12-02_19-45-05-340883,data_release/coef_n_big/7_2025-12-02_19-45-05-340883,data_release/coef_n_big/7_2025-12-02_19-45-05-340883
