Metric,SG_max,WCG,SG_mean
AUROC Joint,0.6839493525540037,0.549252010306644,0.6839493525540037
Max F1 Joint,0.5617855198693522,0.38828771483131763,0.5617855198693522
Acc Joint,0.7292,0.8793333333333333,0.7292
SHD Joint,0.7156448202959831,0.8333333333333334,0.7156448202959831
Max F1 th Joint,0.09193192193117689,0.6030226930491898,0.09193192193117689
Acc th Joint,0.15232057024433682,0.22537211760424264,0.15232057024433682
SHD th Joint,0.15232057024433682,0.22537211760424264,0.15232057024433682
Null AUROC Joint,0.5,0.5,0.5
NULL F1 Joint,0.5490423679628554,0.2529699510831586,0.5490423679628554
NULL ACC Joint,0.6216,0.8552,0.6216
NULL SHD Joint,1.0,1.0,1.0
F1_FPR Joint,0.2413127413127413,0.0,0.2413127413127413
F1_TPR Joint,0.5443974630021141,0.0,0.5443974630021141
F1_TNR Joint,0.7586872586872587,1.0,0.7586872586872587
F1_FNR Joint,0.45560253699788583,1.0,0.45560253699788583
F1_PREC Joint,0.5786516853932584,0.0,0.5786516853932584
F1_REC Joint,0.5443974630021141,0.0,0.5443974630021141
ACC_FPR Joint,0.06692406692406692,0.00670408481446835,0.06692406692406692
ACC_TPR Joint,0.39429175475687106,0.20626151012891344,0.39429175475687106
ACC_TNR Joint,0.9330759330759331,0.9932959151855316,0.9330759330759331
ACC_FNR Joint,0.6057082452431289,0.7937384898710865,0.6057082452431289
ACC_PREC Joint,0.7819706498951782,0.8389513108614233,0.7819706498951782
ACC_REC Joint,0.39429175475687106,0.20626151012891344,0.39429175475687106
SHD_FPR Joint,0.06692406692406692,0.00670408481446835,0.06692406692406692
SHD_TPR Joint,0.39429175475687106,0.20626151012891344,0.39429175475687106
SHD_TNR Joint,0.9330759330759331,0.9932959151855316,0.9330759330759331
SHD_FNR Joint,0.6057082452431289,0.7937384898710865,0.6057082452431289
SHD_PREC Joint,0.7819706498951782,0.8389513108614233,0.7819706498951782
SHD_REC Joint,0.39429175475687106,0.20626151012891344,0.39429175475687106
AUROC individual,0.6783190907991217,0.5458192117285052,0.6783190907991217
Max F1 individual,0.6681445269311362,0.4273751948180039,0.6681445269311362
Acc individual,0.7680000000000001,0.8899999999999999,0.7680000000000001
SHD individual,0.6191678876678879,0.7591089204912733,0.6191678876678879
Max F1 th individual,0.09049098498835031,0.1830505395822246,0.09049098498835031
Acc th individual,0.11932221025988315,0.1767732724517962,0.11932221025988315
SHD th individual,0.11932221025988315,0.1767732724517962,0.11932221025988315
Null AUROC individual,0.5,0.5,0.5
NULL F1 individual,0.5432231883061757,0.25106940653581417,0.5432231883061757
NULL ACC individual,0.6216000000000002,0.8551999999999998,0.6216000000000002
NULL SHD individual,1.0,1.0,1.0
F1_FPR individual,0.34438152241635217,0.05592268124586036,0.34438152241635217
F1_TPR individual,0.637192141192141,0.20910414748650039,0.637192141192141
F1_TNR individual,0.6556184775836478,0.9440773187541395,0.6556184775836478
F1_FNR individual,0.36280785880785876,0.7908958525134991,0.36280785880785876
F1_PREC individual,0.6310086512457792,0.6221088522588522,0.6310086512457792
F1_REC individual,0.637192141192141,0.20910414748650039,0.637192141192141
ACC_FPR individual,0.11952421572235808,0.004622146403492535,0.11952421572235808
ACC_TPR individual,0.5434032634032634,0.26616272861125795,0.5434032634032634
ACC_TNR individual,0.8804757842776414,0.9953778535965074,0.8804757842776414
ACC_FNR individual,0.45659673659673655,0.7338372713887421,0.45659673659673655
ACC_PREC individual,0.8265082278832278,0.9112525252525251,0.8265082278832278
ACC_REC individual,0.5434032634032634,0.26616272861125795,0.5434032634032634
SHD_FPR individual,0.11952421572235808,0.004622146403492535,0.11952421572235808
SHD_TPR individual,0.5434032634032634,0.26616272861125795,0.5434032634032634
SHD_TNR individual,0.8804757842776414,0.9953778535965074,0.8804757842776414
SHD_FNR individual,0.45659673659673655,0.7338372713887421,0.45659673659673655
SHD_PREC individual,0.8265082278832278,0.9112525252525251,0.8265082278832278
SHD_REC individual,0.5434032634032634,0.26616272861125795,0.5434032634032634
runtime,0 days 00:00:01.659828,0 days 00:00:01.659828,0 days 00:00:01.659828
path,data_release/coef_n_small/3_2025-12-02_19-45-44-568709,data_release/coef_n_small/3_2025-12-02_19-45-44-568709,data_release/coef_n_small/3_2025-12-02_19-45-44-568709
