Metric,SG_max,WCG,SG_mean
AUROC Joint,0.836391593984305,0.8449100380966402,0.8373035390298817
Max F1 Joint,0.7120418848167539,0.6228686058174524,0.7156756756756758
Acc Joint,0.7968,0.9046666666666666,0.8016
SHD Joint,0.5427350427350427,0.6595940959409594,0.5299145299145299
Max F1 th Joint,0.09390135109424591,0.12675224244594574,0.043894171714782715
Acc th Joint,0.14249586482588766,0.21212180156278532,0.0755488952213776
SHD th Joint,0.14249586482588766,0.21212180156278532,0.0755488952213776
Null AUROC Joint,0.5,0.5,0.5
NULL F1 Joint,0.5448195576251456,0.25256290773532153,0.5448195576251456
NULL ACC Joint,0.6256,0.8554666666666667,0.6256
NULL SHD Joint,1.0,1.0,1.0
F1_FPR Joint,0.18797953964194372,0.04504364089775561,0.16112531969309463
F1_TPR Joint,0.7254273504273504,0.5719557195571956,0.7061965811965812
F1_TNR Joint,0.8120204603580563,0.9549563591022444,0.8388746803069054
F1_FNR Joint,0.2745726495726496,0.4280442804428044,0.2938034188034188
F1_PREC Joint,0.697841726618705,0.682068206820682,0.723986856516977
F1_REC Joint,0.7254273504273504,0.5719557195571956,0.7061965811965812
ACC_FPR Joint,0.11381074168797954,0.025405236907730673,0.07608695652173914
ACC_TPR Joint,0.6474358974358975,0.4907749077490775,0.5972222222222222
ACC_TNR Joint,0.8861892583120204,0.9745947630922693,0.9239130434782609
ACC_FNR Joint,0.3525641025641026,0.5092250922509225,0.4027777777777778
ACC_PREC Joint,0.7729591836734694,0.7654676258992805,0.8244837758112095
ACC_REC Joint,0.6474358974358975,0.4907749077490775,0.5972222222222222
SHD_FPR Joint,0.11381074168797954,0.025405236907730673,0.07608695652173914
SHD_TPR Joint,0.6474358974358975,0.4907749077490775,0.5972222222222222
SHD_TNR Joint,0.8861892583120204,0.9745947630922693,0.9239130434782609
SHD_FNR Joint,0.3525641025641026,0.5092250922509225,0.4027777777777778
SHD_PREC Joint,0.7729591836734694,0.7654676258992805,0.8244837758112095
SHD_REC Joint,0.6474358974358975,0.4907749077490775,0.5972222222222222
AUROC individual,0.8442286325473632,0.8592911635893197,0.8481846833764791
Max F1 individual,0.7938407864653761,0.6980030550878922,0.7955072607170477
Acc individual,0.8460000000000004,0.9204000000000004,0.8500000000000005
SHD individual,0.4138246475746476,0.5396487295384353,0.40386216561216565
Max F1 th individual,0.14293558204546572,0.1624275338090956,0.05705245315562934
Acc th individual,0.1623109879626215,0.1976676429953722,0.06132577077358034
SHD th individual,0.1623109879626215,0.1976676429953722,0.06132577077358034
Null AUROC individual,0.5,0.5,0.5
NULL F1 individual,0.5376653164997071,0.25040590203086627,0.5376653164997071
NULL ACC individual,0.6256000000000003,0.8554666666666665,0.6256000000000003
NULL SHD individual,1.0,1.0,1.0
F1_FPR individual,0.17232792358140642,0.05382716378785973,0.16300707995135233
F1_TPR individual,0.7091165223665223,0.591097429531253,0.704451270951271
F1_TNR individual,0.8276720764185934,0.94617283621214,0.8369929200486474
F1_FNR individual,0.2908834776334776,0.4089025704687469,0.29554872904872903
F1_PREC individual,0.7732611832182266,0.7187225135265416,0.7817543729490325
F1_REC individual,0.7091165223665223,0.591097429531253,0.704451270951271
ACC_FPR individual,0.1014955828055673,0.021508337805954184,0.09501327546722281
ACC_TPR individual,0.7341437728937724,0.5889674761512995,0.7421761571761568
ACC_TNR individual,0.8985044171944325,0.9784916621940454,0.9049867245327772
ACC_FNR individual,0.265856227106227,0.41103252384870026,0.2578238428238428
ACC_PREC individual,0.8597984344087286,0.8482556740644973,0.8607833277833279
ACC_REC individual,0.7341437728937724,0.5889674761512995,0.7421761571761568
SHD_FPR individual,0.1014955828055673,0.021508337805954184,0.09501327546722281
SHD_TPR individual,0.7341437728937724,0.5889674761512995,0.7421761571761568
SHD_TNR individual,0.8985044171944325,0.9784916621940454,0.9049867245327772
SHD_FNR individual,0.265856227106227,0.41103252384870026,0.2578238428238428
SHD_PREC individual,0.8597984344087286,0.8482556740644973,0.8607833277833279
SHD_REC individual,0.7341437728937724,0.5889674761512995,0.7421761571761568
runtime,0 days 00:00:07.954248,0 days 00:00:07.954248,0 days 00:00:07.954248
path,data_release/obs_add_small/11_2025-12-02_21-54-13-649768,data_release/obs_add_small/11_2025-12-02_21-54-13-649768,data_release/obs_add_small/11_2025-12-02_21-54-13-649768
